type,placeType,category,keywords_ko,keywords_cn,keywords_en,keywords_ja,keywords_fr,keywords_de,keywords_es,keywords_pt,keywords_vi,keywords_th,keywords_id,keywords_ms
general,movingcompany,lifestyle,이삿짐센터|이사|포장이사|용달,搬家公司|搬家|搬运,moving company|movers|relocation,引越し|引っ越し業者,déménagement|entreprise de déménagement,Umzugsunternehmen|Umzug,empresa de mudanzas|mudanza,empresa de mudanças|mudança,dịch vụ chuyển nhà|chuyển nhà,บริการขนย้าย|ย้ายบ้าน,jasa pindahan|pindah rumah,syarikat pindah rumah|pindah rumah
general,courier,lifestyle,택배|배달|배송|CJ대한통운|로젠|한진,快递|快递员|配送|包裹,courier|delivery|package|parcel,宅配|配達|宅急便,coursier|livraison|colis,Kurier|Lieferung|Paket,mensajería|paquetería|envío,correio|entrega|encomenda,chuyển phát nhanh|giao hàng|bưu kiện,ส่งพัสดุ|จัดส่ง|พัสดุ,kurir|pengiriman|paket,kurier|penghantaran|bungkusan
general,drycleaner,lifestyle,세탁소|드라이클리닝|세탁|다림질,干洗店|洗衣店|干洗,dry cleaner|laundry|dry cleaning,クリーニング|ドライクリーニング,pressing|nettoyage à sec|blanchisserie,Reinigung|chemische Reinigung,tintorería|limpieza en seco,lavanderia|limpeza a seco,tiệm giặt khô|giặt là,ร้านซักแห้ง|ซักรีด,laundry|dry cleaning|cuci kering,dobi|cucian kering
general,coinlaundry,lifestyle,코인세탁소|코인빨래방|셀프빨래,自助洗衣店|自助洗衣|投币洗衣,coin laundry|laundromat|self laundry,コインランドリー,laverie automatique|laverie,Waschsalon|Münzwäscherei,lavandería automática|lavandería,lavanderia self-service,giặt tự động|tiệm giặt đồ,ร้านซักผ้าหยอดเหรียญ,laundry koin|laundry self-service,dobi layan diri
general,carrepair,lifestyle,자동차수리|카센터|정비소|오토바이수리,汽车修理|汽修|修车|4S店,car repair|auto repair|mechanic|garage,自動車修理|カーサービス,garage|réparation automobile|mécanicien,Autowerkstatt|Kfz-Werkstatt|Mechaniker,taller mecánico|mecánico,oficina mecânica|mecânico,sửa xe|garage|tiệm sửa ô tô,ร้านซ่อมรถ|อู่ซ่อมรถ,bengkel mobil|bengkel,bengkel kereta|bengkel
general,carwash,lifestyle,세차|세차장|자동세차|손세차,洗车|洗车店|汽车美容,car wash|auto wash,洗車|洗車場,lavage auto|station de lavage,Autowaschanlage|Autowäsche,lavado de autos|autolavado,lava-rápido|lava-jato,rửa xe,ล้างรถ|คาร์แวช,cuci mobil,cuci kereta
general,repairshop,lifestyle,수리점|수리|수선|AS센터|서비스센터,维修店|维修|修理|售后,repair shop|fix|service center,修理店|修理,réparation|service après-vente,Reparaturwerkstatt|Reparatur,taller de reparación|reparación,oficina de reparo|conserto,tiệm sửa chữa|sửa chữa,ร้านซ่อม|ศูนย์บริการ,toko reparasi|service center,kedai baiki|pusat servis
general,beach,nature,해수욕장|바닷가|해변|비치,海水浴场|海滩|沙滩,beach|seaside|shore,ビーチ|海水浴場|海辺,plage|bord de mer,Strand|Badestrand,playa|costa,praia,bãi biển|biển,ชายหาด|หาดทราย|ทะเล,pantai,pantai
general,mountain,nature,등산|산|등산로|트레킹|하이킹|둘레길|국립공원|등반|가리산|가야산|가지산|감악산|강천산|마니산|계룡산|계방산|공작산|관악산|광교산|구병산|금강산|금당산|금산|금수산|금오산|금정산|깃대봉|남산|내장산|대둔산|대모산|대암산|대운산|덕숭산|덕유산|덕항산|도락산|도봉산|동악산|두륜산|두타산|마이산|만복대|망경대|명지산|모악산|무등산|무학산|미륵산|민주지산|바래봉|방태산|백덕산|백운산|북한산|비슬산|비로봉|사패산|삼악산|서대산|선운산|설악산|성인봉|소백산|소요산|속리산|신불산|아차산|연화산|오대산|오서산|오봉산|용문산|용화산|유명산|응봉산|월악산|월출산|운문산|운악산|운장산|유달산|이기대|인왕산|일출봉|자굴산|장안산|재약산|적상산|점봉산|제암산|조계산|주왕산|주흘산|지리산|지룡산|천관산|천마산|천성산|천태산|청량산|치악산|칠갑산|팔공산|한라산|화악산|화왕산|황매산|황악산|희양산|가리봉|가리왕산|가야산(충남)|거문오름|검단산|고근산|고대산|고려산|광덕산|구봉산|금대봉|금원산|기백산|남덕유산|남산제일봉|남한산|내연산|노인봉|노추산|단산|달마산|대야산|대왕산|대중산|덕룡산|도솔봉|동두미오름|두럭산|두위봉|만경대|만뢰산|명성산|모슬봉|묘산봉|무악|문도지오름|물영아리|민둥산|바구미오름|바다산|발왕산|방장산|방장산(장성)|백암산|백암산(홍천)|백운산(정선)|백적산|변산|별유산|보현산|봉래산|봉황산|불암산|비양봉|비파산|사량도지리산|산방산|상원산|서걸세|석병산|선자령|성거산|성수산|수도산|수락산|수리산|수지산|연인산|영실|영주산|오대산노인봉|오봉산(춘천)|용눈이오름|용암봉|웅석봉|월봉산|응봉산(삼척)|응복산|장산|장함산|저지오름|조령산|청옥산|축령산|태백산|태화산|팔봉산|함백산|황장산|황석산,登山|山|徒步|爬山,mountain|hiking|trekking|trail,登山|山|ハイキング,montagne|randonnée|trekking,Berg|Wandern|Trekking,montaña|senderismo|trekking,montanha|trilha|trekking,núi|leo núi|đi bộ đường dài,ภูเขา|เดินป่า|เทรคกิ้ง,gunung|mendaki|trekking,gunung|mendaki|trekking
general,park,nature,공원|산책|도시공원|생태공원,公园|散步|城市公园,park|garden|green space,公園|パーク,parc|jardin public,Park|Stadtpark,parque|jardín,parque|jardim,công viên,สวนสาธารณะ|สวน,taman,taman
general,hanriver,nature,한강시민공원|한강|한강공원|한강둔치,汉江市民公园|汉江|汉江公园,han river|hangang|han river park,漢江|漢江公園,rivière Han|parc du fleuve Han,Han-Fluss|Han-Fluss-Park,río Han|parque del río Han,rio Han|parque do rio Han,sông Hán|công viên sông Hán,แม่น้ำฮัน|สวนริมแม่น้ำฮัน,sungai Han|taman sungai Han,sungai Han|taman sungai Han
landmark,hongdae,,홍대|홍대입구|홍익대,弘大|弘大入口,hongdae,ホンデ,,,,,,,,
landmark,Myeongdong,,명동|노점,明洞,myeongdong,ミョンドン|明洞,,,,,,,,
landmark,Gangnam,,강남|강남역|강남구,江南|江南站,gangnam,カンナム|江南,,,,,,,,
landmark,Seongsudong,,성수동|성수,圣水洞|圣水,seongsu,ソンスドン,,,,,,,,
landmark,Seongsudongcafe,,성수동 카페|성수카페거리,圣水洞咖啡厅|圣水洞咖啡,seongsu cafe,ソンスドンカフェ,,,,,,,,
landmark,Gyeongbokgung,,경복궁,景福宫,gyeongbokgung,景福宮|キョンボックン,,,,,,,,
landmark,Seoultower,,서울타워|남산타워|N서울타워,首尔塔|南山塔|N首尔塔,seoul tower|namsan tower|n seoul tower,ソウルタワー|南山タワー,,,,,,,,
landmark,Seochon,,서촌|세종마을,西村|世宗村,seochon,ソチョン,,,,,,,,
landmark,Ikseondong,,익선동|익선동 한옥거리,益善洞|益善洞韩屋街,ikseondong,イクソンドン,,,,,,,,
landmark,Yongridan-gil,,용리단길|용산,龙理团路|龙山,yongridan-gil|yongsan,ヨンリダンギル,,,,,,,,
landmark,Euljiro,,을지로|힙지로,乙支路,euljiro,ウルチロ,,,,,,,,
landmark,Banpo,,반포|반포한강공원|반포대교|달빛무지개분수,盘浦|盘浦汉江公园|盘浦大桥,banpo|banpo bridge,パンポ,,,,,,,,
landmark,Yeontral Park,,연남동|연남동 숲길|연트럴파크,延南洞|延南洞林荫路,yeonnam-dong|yeontral park,ヨンナムドン,,,,,,,,
landmark,Bukchon Hanok,,북촌|북촌한옥마을|한옥마을,北村|北村韩屋村,bukchon|bukchon hanok,ブクチョン|北村,,,,,,,,
landmark,Gilsangsa Temple,,길상사|성북동 길상사,吉祥寺|城北洞吉祥寺,gilsangsa,キルサンサ,,,,,,,,
landmark,Gyeongnidan-gil,,경리단길|이태원 경리단길,经理团路|梨泰院经理团路,gyeongnidan-gil,キョンリダンギル,,,,,,,,
landmark,Dongdaemun Design Plaza,,DDP|동대문디자인플라자|디자인플라자,东大门设计广场|DDP,ddp|dongdaemun design plaza,DDP|東大門デザインプラザ,,,,,,,,
landmark,Naksan Park,,낙산공원|낙산,骆山公园|骆山,naksan park|naksan,ナクサン公園,,,,,,,,
landmark,Seokchon Lake,,석촌호수|잠실 석촌호수,石村湖|蚕室石村湖,seokchon lake,ソクチョン湖,,,,,,,,
landmark,Mullae Art Village,,문래 창작촌|문래동|문래,文来创作村|文来,mullae|mullae art village,ムルレ,,,,,,,,
landmark,Seodaemun Prison,,서대문 형무소|서대문형무소역사관,西大门刑务所|西大门刑务所历史馆,seodaemun prison,西大門刑務所,,,,,,,,
landmark,Namsangol Hanok,,남산골 한옥마을|남산골|한옥마을,南山谷韩屋村|南山谷,namsangol hanok,南山谷韓屋村,,,,,,,,
landmark,Sinsa-dong Garosu-gil,,가로수길|신사동 가로수길|신사동,林荫路|新沙洞林荫路|新沙洞,garosu-gil|sinsa-dong,カロスギル|新沙洞,,,,,,,,
landmark,Children Grand Park,,어린이대공원,儿童大公园,children grand park,こどもの大公園,,,,,,,,
landmark,gamcheon,,감천문화마을|감천,甘川文化村|甘川,gamcheon,甘川文化村,,,,,,,,
landmark,Yongdusan,,용두산공원|용두산,龙头山公园|龙头山,yongdusan,龍頭山,,,,,,,,
landmark,Yonggung Temple,,해동용궁사,海东龙宫寺,haedong yonggungsa|yonggung temple,海東龍宮寺,,,,,,,,
landmark,Songdo Bay Cable,,송도 베이케이블카|송도케이블카,松岛湾缆车|松岛缆车,songdo cable car,松島ケーブルカー,,,,,,,,
landmark,Yeongdo Huinyeoul Culture,,흰여울문화마을|흰여울,白浅滩文化村|影岛白浅滩,huinyeoul,ヒニョウル,,,,,,,,
landmark,Jeonpo Cafe Street,,전포카페거리|전포|서면,田浦咖啡街|田浦|西面,jeonpo cafe street|jeonpo,チョンポ,,,,,,,,
landmark,Oryukdo Skywalk,,오륙도 스카이워크|오륙도,五六岛天空步道|五六岛,oryukdo skywalk|oryukdo,五六島スカイウォーク,,,,,,,,
landmark,1100highland,,1100고지|천백고지,1100高地|千百高地,1100 highland,1100高地,,,,,,,,
landmark,hallamountain,,한라산|성판악|일출봉|국립공원,汉拿山,hallasan|halla mountain,漢拏山|ハルラサン,,,,,,,,
landmark,seongsanIlchulbong,,성산일출봉|일출봉,城山日出峰|日出峰,seongsan ilchulbong|sunrise peak,城山日出峰,,,,,,,,
landmark,Jungmun,,중문관광단지|중문|중문해수욕장,中文旅游区|中文,jungmun|jungmun resort,中文,,,,,,,,
landmark,dongmunmarket,,동문시장|동문,东门市场|东门,dongmun market,東門市場,,,,,,,,
landmark,yongduam,,용두암|주차장|용두암주차장,龙头岩,yongduam|dragon head rock,龍頭岩,,,,,,,,
landmark,tapdong,,탑동,塔洞,tapdong,タプトン,,,,,,,,
landmark,Guryongpo,,구룡포|포항 구룡포,九龙浦|浦项九龙浦,guryongpo,九龍浦,,,,,,,,
landmark,Hanbyeokdang,,한벽당터널|전주 한벽당,寒碧堂隧道|全州寒碧堂,hanbyeokdang,寒碧堂,,,,,,,,
landmark,Haenggung-dong,,행궁동|수원 행궁동|수원화성,行宫洞|水原行宫洞,haenggung-dong|suwon,行宮洞,,,,,,,,
landmark,Yeongjin,,영진해변|강릉 영진,永进海边|江陵永进,yeongjin beach|gangneung,ヨンジン,,,,,,,,
landmark,Nami Island,,남이섬|남이|유원지|메타세쿼이아|메타세쿼이아길|중앙 잣나무길|겨울연가 첫 키스,南怡岛|南怡|冬季恋歌|水杉路|自行车,nami island|nami|winter sonata|metasequoia lane|bicycle,ナミソム|南怡島|冬のソナタ|メタセコイア,île Nami|Nami|chanson d'hiver|séquoia,Nami Insel|Nami|Wintersonate|Metasequoia,isla Nami|Nami|canción de invierno,ilha Nami|Nami|canção de inverno,đảo Nami|Nami|bản tình ca mùa đông,เกาะนามิ|นามิ|เพลงรักในสายลมหนาว,pulau Nami|Nami|winter sonata,pulau Nami|Nami|winter sonata
landmark,Petite France,,쁘띠프랑스|쁘띠 프랑스,小法兰西|小法国|法国村,petite france|french village|little prince,プチフランス|フランス村|星の王子さま,Petite France|village français|Petit Prince,Petite France|französisches Dorf|kleiner Prinz,Petite France|pueblo francés|principito,Petite France|aldeia francesa|pequeno príncipe,Petite France|làng Pháp|hoàng tử bé,เปอตีฟรองซ์|หมู่บ้านฝรั่งเศส|เจ้าชายน้อย,Petite France|desa Perancis|pangeran kecil,Petite France|kampung Perancis|putera kecil
landmark,The Garden of Morning Calm,,아침고요수목원|아침 고요 수목원|수목원,晨静树木园|树木园|花园,garden of morning calm|arboretum|botanical garden,アチムゴヨ樹木園|樹木園|植物園,jardin du matin calme|arboretum|jardin botanique,Garten der Morgenstille|Arboretum|botanischer Garten,jardín de la calma matutina|arboreto|jardín botánico,jardim da calma matinal|arboreto|jardim botânico,vườn bình yên buổi sáng|vườn cây|vườn thực vật,สวนความสงบยามเช้า|สวนพฤกษศาสตร์,taman ketenangan pagi|arboretum|kebun raya,taman ketenangan pagi|arboretum|taman botani
landmark,Changdeokgung Palace,,창덕궁|고궁|궁궐,昌德宫|古宫|宫殿|后苑|秘苑|月光之旅,changdeokgung|palace|secret garden|huwon|moonlight tour,昌徳宮|古宮|宮殿|後苑|秘苑|月光ツアー,Changdeokgung|palais|jardin secret|cour royale,Changdeokgung|Palast|geheimer Garten|Königshof,Changdeokgung|palacio|jardín secreto|corte real,Changdeokgung|palácio|jardim secreto|corte real,Changdeokgung|cung điện|vườn bí mật|hoàng cung,ชางด็อกกุง|พระราชวัง|สวนลับ|ทัวร์แสงจันทร์,Changdeokgung|istana|taman rahasia|kerajaan,Changdeokgung|istana|taman rahsia|kerajaan
landmark,Deoksugung Palace,,고궁|덕수궁|궁궐,德寿宫|古宫|宫殿|石造殿|石墙路|守门将换岗,deoksugung|palace|stone wall path|guard changing|seokjojeon,徳寿宮|古宮|宮殿|石造殿|石垣の道|守門将交代,Deoksugung|palais|chemin du mur de pierre|relève de la garde,Deoksugung|Palast|Steinmauerweg|Wachablösung,Deoksugung|palacio|camino del muro de piedra|cambio de guardia,Deoksugung|palácio|caminho do muro de pedra|troca da guarda,Deoksugung|cung điện|con đường tường đá|đổi gác,ท็อกซูกุง|พระราชวัง|ทางเดินกำแพงหิน|เปลี่ยนเวรยาม,Deoksugung|istana|jalan tembok batu|pergantian penjaga,Deoksugung|istana|laluan dinding batu|pertukaran pengawal
landmark,Bulguksa Temple,,불국사|사찰|절,佛国寺|寺庙|多宝塔|释迦塔|石窟庵|UNESCO,bulguksa|temple|dabotap|seokgatap|UNESCO|world heritage,仏国寺|寺院|多宝塔|釈迦塔|UNESCO|世界遺産,Bulguksa|temple|patrimoine mondial|UNESCO,Bulguksa|Tempel|Weltkulturerbe|UNESCO,Bulguksa|templo|patrimonio mundial|UNESCO,Bulguksa|templo|patrimônio mundial|UNESCO,Bulguksa|chùa|di sản thế giới|UNESCO,พุลกุกซา|วัด|มรดกโลก|ยูเนสโก,Bulguksa|kuil|warisan dunia|UNESCO,Bulguksa|kuil|warisan dunia|UNESCO
landmark,Seokguram Grotto,,석굴암,石窟庵|石窟|佛像|吐含山|日出,seokguram|grotto|buddha statue|tohamsan|sunrise,石窟庵|石窟|仏像|吐含山|日の出,Seokguram|grotte|statue de Bouddha|lever de soleil,Seokguram|Grotte|Buddha-Statue|Sonnenaufgang,Seokguram|gruta|estatua de Buda|amanecer,Seokguram|gruta|estátua de Buda|nascer do sol,Seokguram|hang đá|tượng Phật|bình minh,ซ็อกกูรัม|ถ้ำ|พระพุทธรูป|พระอาทิตย์ขึ้น,Seokguram|gua|patung Buddha|matahari terbit,Seokguram|gua|patung Buddha|matahari terbit
landmark,Andong Hahoe Village,,안동 하회마을|하회마을,安东河回村|河回村|假面舞|传统村落|韩屋,andong hahoe|hahoe village|mask dance|traditional village,安東河回村|河回村|仮面舞|伝統村|韓屋,Andong Hahoe|village Hahoe|danse de masque|village traditionnel,Andong Hahoe|Hahoe Dorf|Maskentanz|traditionelles Dorf,Andong Hahoe|aldea Hahoe|danza de máscaras|aldea tradicional,Andong Hahoe|aldeia Hahoe|dança de máscaras|aldeia tradicional,Andong Hahoe|làng Hahoe|múa mặt nạ|làng truyền thống,อันดงฮาฮเว|หมู่บ้านฮาฮเว|ระบำหน้ากาก|หมู่บ้านโบราณ,Andong Hahoe|desa Hahoe|tari topeng|desa tradisional,Andong Hahoe|kampung Hahoe|tarian topeng|kampung tradisional
landmark,Jeonju Hanok Village,,한옥마을,全州韩屋村|韩屋村|拌饭|韩服|全州,jeonju hanok village|hanok|bibimbap|hanbok|jeonju,全州韓屋村|韓屋村|ビビンバ|韓服|全州,village Hanok de Jeonju|hanok|bibimbap|hanbok,Jeonju Hanok-Dorf|Hanok|Bibimbap|Hanbok,aldea Hanok de Jeonju|hanok|bibimbap|hanbok,aldeia Hanok de Jeonju|hanok|bibimbap|hanbok,làng Hanok Jeonju|hanok|bibimbap|hanbok,หมู่บ้านฮานกจอนจู|ฮานก|บิบิมบับ|ฮันบก,desa Hanok Jeonju|hanok|bibimbap|hanbok,kampung Hanok Jeonju|hanok|bibimbap|hanbok
landmark,Suwon Hwaseong,,수원화성|수원 화성|장안문|수원 남문,水原华城|华城|长安门|华虹门|行宫|世界遗产,suwon hwaseong|hwaseong fortress|janganmun|haenggung|UNESCO,水原華城|華城|長安門|華虹門|行宮|世界遺産,Suwon Hwaseong|forteresse|Janganmun|patrimoine mondial,Suwon Hwaseong|Festung|Janganmun|Weltkulturerbe,Suwon Hwaseong|fortaleza|Janganmun|patrimonio mundial,Suwon Hwaseong|fortaleza|Janganmun|patrimônio mundial,Suwon Hwaseong|thành trì|Janganmun|di sản thế giới,ซูวอนฮวาซอง|ป้อมปราการ|จังอันมุน|มรดกโลก,Suwon Hwaseong|benteng|Janganmun|warisan dunia,Suwon Hwaseong|kubu|Janganmun|warisan dunia
landmark,Haeinsa Temple,,해인사|사찰|절,海印寺|寺庙|八万大藏经|大藏经|世界遗产,haeinsa|temple|tripitaka koreana|UNESCO|world heritage,海印寺|寺院|八万大蔵経|大蔵経|世界遺産,Haeinsa|temple|Tripitaka Koreana|patrimoine mondial,Haeinsa|Tempel|Tripitaka Koreana|Weltkulturerbe,Haeinsa|templo|Tripitaka Koreana|patrimonio mundial,Haeinsa|templo|Tripitaka Koreana|patrimônio mundial,Haeinsa|chùa|Đại Tạng Kinh|di sản thế giới,แฮอินซา|วัด|พระไตรปิฎกเกาหลี|มรดกโลก,Haeinsa|kuil|Tripitaka Koreana|warisan dunia,Haeinsa|kuil|Tripitaka Koreana|warisan dunia
landmark,Buseoksa Temple,,부석사|사찰|절,浮石寺|寺庙|无量寿殿|浮石传说|安养楼,buseoksa|temple|muryangsujeon|floating rock|anyangnu,浮石寺|寺院|無量寿殿|浮石伝説|安養楼,Buseoksa|temple|roche flottante|Muryangsujeon,Buseoksa|Tempel|schwebender Fels|Muryangsujeon,Buseoksa|templo|roca flotante|Muryangsujeon,Buseoksa|templo|rocha flutuante|Muryangsujeon,Buseoksa|chùa|tảng đá bay|Muryangsujeon,พูซ็อกซา|วัด|หินลอย|มูรยังซูจ็อน,Buseoksa|kuil|batu melayang|Muryangsujeon,Buseoksa|kuil|batu terapung|Muryangsujeon
landmark,Namhansanseong,,남한산성|산성|남한산,南汉山城|山城|行宫|世界遗产|城墙路,namhansanseong|mountain fortress|haenggung|UNESCO|trail,南漢山城|山城|行宮|世界遺産|城壁,Namhansanseong|forteresse de montagne|patrimoine mondial,Namhansanseong|Bergfestung|Weltkulturerbe,Namhansanseong|fortaleza de montaña|patrimonio mundial,Namhansanseong|fortaleza de montanha|patrimônio mundial,Namhansanseong|thành trì núi|di sản thế giới,นัมฮันซันซอง|ป้อมปราการบนภูเขา|มรดกโลก,Namhansanseong|benteng gunung|warisan dunia,Namhansanseong|kubu gunung|warisan dunia
landmark,Independence Hall,,독립기념관|독립운동 기념|기념관,独立纪念馆|纪念馆|独立运动|三一运动,independence hall|memorial|independence movement|march 1st,独立記念館|記念館|独立運動|三一運動,hall de l'Indépendance|mémorial|mouvement d'indépendance,Unabhängigkeitshalle|Gedenkstätte|Unabhängigkeitsbewegung,Salón de la Independencia|memorial|movimiento de independencia,Salão da Independência|memorial|movimento de independência,nhà tưởng niệm Độc lập|tưởng niệm|phong trào độc lập,หอประกาศอิสรภาพ|อนุสรณ์สถาน|ขบวนการเอกราช,Balai Kemerdekaan|memorial|gerakan kemerdekaan,Dewan Kemerdekaan|memorial|gerakan kemerdekaan
landmark,Beopjusa Temple,,법주사|사찰|절,法住寺|寺庙|弥勒佛|八相殿|俗离山,beopjusa|temple|maitreya|palsangjeon|songnisan,法住寺|寺院|弥勒仏|八相殿|俗離山,Beopjusa|temple|Maitreya|Palsangjeon|Songnisan,Beopjusa|Tempel|Maitreya|Palsangjeon|Songnisan,Beopjusa|templo|Maitreya|Palsangjeon|Songnisan,Beopjusa|templo|Maitreya|Palsangjeon|Songnisan,Beopjusa|chùa|Maitreya|Palsangjeon|Songnisan,พ็อบจูซา|วัด|พระศรีอริยเมตไตรย์|พัลซังจ็อน|ซงนีซัน,Beopjusa|kuil|Maitreya|Palsangjeon|Songnisan,Beopjusa|kuil|Maitreya|Palsangjeon|Songnisan
landmark,HiKR GROUND,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,HYBE Insight,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,SM Entertainment,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,JYP Entertainment,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,K-Pop Agency Tour,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
